record_id;family;genus;epithet;author;commonname;project;matrix_kind;localization;latitude;longitude;height;collector;collect_date;seed_size;fruit_mass;initial_mass;result_mass;weight_in_1000;seeds_in_kg;humidity;germinability;seed_handling;observations;storage;germinability_history;humidity_history;days_after_storage;test_date_storage;inserted_in_system
640;Cactaceae;Cereus;jamacaru;DC.;mandacaru;PISF;matrix;Pernambuco|Salgueiro;-8.012833333;-39.21794444;447;D.G. Oliveira;12/03/2014;XS;36300;734.3;0;3.11;321543.41;8.86;77;ND;NA;Plastic bag;NA;NA;NA;NA;23/05/2014
641;Fabaceae;Pterogyne;nitens;Tul.;amendoim-bravo, amendoim-do-campo, amendoim;PISF;matrix;Ceará|Brejo Santo;-7.557833333;-38.91788889;416;J.E. Santos;23/05/2014;M;17000;2546.9;0;137.35;7280.67;8.38;55;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;22/07/2014
642;Fabaceae;Bauhinia;cheilantha;(Bong.) Steud.;pata-de-vaca, mororó;PISF;matrix;Ceará|Milagres;-7.274583333;-38.85322222;428;J.E. Santos;26/06/2014;S;3300;486.9;0;56.28;17769.64;4.24;90;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;18/08/2014
644;Rhamnaceae;Sarcomphalus;joazeiro;(Mart.)Hauenshild;juazeiro;PISF;matrix;Paraíba|São José de Piranhas;-7.095861111;-38.62355556;363;R. Fartes;15/05/2014;M;89150;2823.3;0;395.69;2527.23;8.2;0;PD - removal partial or total of the endocarp;NA;Plastic bag;NA;NA;NA;NA;23/05/2014
645;Rhamnaceae;Sarcomphalus;joazeiro;(Mart.)Hauenshild;juazeiro;PISF;matrix;Ceará|Brejo Santo;-7.606305556;-38.88130556;415;J.E. Santos;24/04/2014;M;13667;13600;0;456.78;2189.24;8.63;0;PD - removal partial or total of the endocarp;NA;Plastic bag;NA;NA;NA;NA;23/05/2014
647;Anacardiaceae;Spondias;mombin;L.;cajá;PISF;matrix region;Ceará|Brejo Santo;-7.605861111;-38.88052778;400;R. Fartes;03/04/2014;L;2720;231.4;0;1218.29;820.82;9.82;0;PD - removal partial or total of the endocarp;NA;Plastic bag;NA;NA;NA;NA;23/05/2014
650;Fabaceae;Pithecellobium;diversifolium;Benth.;carcararzeiro;PISF;matrix region;Pernambuco|Floresta;-8.403638889;-38.46163889;351;F.F.S. Silva;06/05/2014;M;550;99.5;0;124.33;8043.11;10.38;86;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;28/05/2014
651;Anacardiaceae;Spondias;mombin;L.;cajá;PISF;matrix region;Ceará|Brejo Santo;-7.605861111;-38.88052778;400;R. Fartes;10/04/2014;L;1494.2;1494.2;0;1247.22;801.78;10.21;0;PD - removal partial or total of the endocarp;NA;Plastic bag;NA;NA;NA;NA;23/05/2014
652;Rhamnaceae;Sarcomphalus;joazeiro;(Mart.)Hauenshild;juazeiro;PISF;matrix region;Ceará|Brejo Santo;-7.605861111;-38.88052778;400;R. Fartes;03/04/2014;M;16670;1505.7;0;285.07;3507.91;12.45;0;PD - removal partial or total of the endocarp;NA;Plastic bag;NA;NA;NA;NA;30/05/2014
655;Capparaceae;Crateva;tapia;L.;cabaceira, trapiá;PISF;matrix;Ceará|Brejo Santo;-7.605861111;-38.88052778;400;R. Fartes;03/04/2014;M;10830;609.9;0;135.85;7361.06;16.87;0;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;30/05/2014
657;Fabaceae;Senna;trachypus;(Benth.) H.S.Irwin & Barneby;canafístula, quebra-machado, quebra-faca;PISF;matrix region;Paraíba|São José de Piranhas;-7.1095;-38.66113889;402;R. Fartes;03/07/2014;XS;150;25.4;0;4.56;219298.25;6.68;90;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;27/08/2014
658;Apocynaceae;Aspidosperma;pyrifolium;Mart.;pereiro;PISF;matrix region;Pernambuco|Ibimirim;-8.587111111;-37.44186111;506;E.A. Athayde;19/08/2014;M;3100;47.8;0;86.7;11534.03;7.68;43;ND;NA;Plastic bag;NA;NA;NA;NA;10/07/2015
659;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PISF;matrix;Pernambuco|Floresta;-8.796527778;-38.39705556;319;F.F.S. Silva;29/08/2014;M;3150;95.3;0;187.43;5335.33;9.92;85;ND;NA;Plastic bag;NA;NA;NA;NA;23/09/2014
660;Fabaceae;Pityrocarpa;moniliformis;(Benth.) Luckow & R.W.Jobson;angico-de-bezerro, canzenzo, quipembe, casqueiro;PISF;matrix;Ceará|Abaiara;-7.407666667;-38.96522222;391;R. Fartes;08/08/2014;S;10550;3700.8;0;34.43;29044.44;9.4;98;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;19/09/2014
661;Fabaceae;Anadenanthera;colubrina;(Vell.) Brenan;angico;PISF;matrix;Pernambuco|Ibimirim;-8.700972222;-37.49413889;471;F.F.S. Silva;27/08/2014;M;12500;638.8;0;100.34;9966.12;9.53;97;ND;NA;Plastic bag;NA;NA;NA;NA;19/09/2014
663;Sapindaceae;Sapindus;saponaria;L.;saboneteira;PISF;matrix region;Pernambuco|São José do Belmonte;-7.890083333;-38.81713889;376;R. Fartes;19/06/2014;M;3300;1259.2;0;804.43;1243.12;12.25;0;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;31/10/2014
664;Fabaceae;Pterogyne;nitens;Tul.;amendoim-bravo, amendoim-do-campo, amendoim;PISF;matrix;Ceará|Brejo Santo;-7.557833333;-38.91788889;416;J.E. Santos;23/05/2014;M;17040;2487.4;0;136.87;7306.2;8.13;68;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;13/10/2014
666;Fabaceae;Pityrocarpa;moniliformis;(Benth.) Luckow & R.W.Jobson;angico-de-bezerro, canzenzo, quipembe, casqueiro;PISF;matrix;Ceará|Abaiara;-7.411916667;-38.96686111;376;R. Fartes;14/08/2014;S;2700;509.2;0;35.71;28003.36;9.67;95;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;19/09/2014
667;Malvaceae;Guazuma;ulmifolia;Lam.;mutamba;PISF;matrix;Ceará|Brejo Santo;-7.46425;-39.06616667;730;R. Fartes;18/06/2014;XS;400;26.1;0;3.37;296735.91;12.86;0;PD - heating;água à 60 °C a eficiência foi obtida com o tempo de imersão de 16 min;Plastic bag;NA;NA;NA;NA;19/09/2014
668;Rubiaceae;Tocoyena;formosa;(Cham. & Schltdl.) K.Schum.;genipapo-bravo, marmela;PISF;matrix;Ceará|Brejo Santo;-7.589111111;-38.88238889;398;J.E. Santos;24/07/2014;S;4810;404.9;0;29.07;34399.72;10.43;100;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;19/09/2014
669;Fabaceae;Lonchocarpus;sericeus;(Poir.) Kunth ex DC.;inga, ingazeiro, violete;PISF;matrix;Ceará|Brejo Santo;-7.598333333;-38.87486111;393;D.G. Oliveira;01/09/2014;M;6100;1063.9;0;422.31;2367.93;6.47;65;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;08/10/2014
670;Fabaceae;Pityrocarpa;moniliformis;(Benth.) Luckow & R.W.Jobson;angico-de-bezerro, canzenzo, quipembe, casqueiro;PISF;matrix;Pernambuco|Floresta;-8.567638889;-38.05652778;471;F.F.S. Silva;28/08/2014;S;1500;302.8;0;36.76;27203.48;7.2;87;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;26/09/2014
671;Fabaceae;Trischidium;molle;(Benth.) H.E.Ireland;canafistula;PISF;matrix region;Ceará|Brejo Santo;-7.565222222;-38.90602778;402;J.E. Santos;01/08/2014;M;950;372.2;0;129.28;7735.15;9.5;19;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;03/09/2014
672;Sapindaceae;Magonia;pubescens;A.St.-Hil.;tingui;PISF;matrix;Ceará|Milagres;-7.405833333;-38.96266667;372;R. Fartes;10/09/2014;L;6600;3007.6;0;1182.8025;845.45;6.32;100;ND;NA;Plastic bag;NA;NA;NA;NA;22/09/2014
673;Sapindaceae;Magonia;pubescens;A.St.-Hil.;tingui;PISF;matrix region;Ceará|Milagres;-7.405833333;-38.96266667;372;R. Fartes;14/08/2014;L;4600;830;0;1200.204;833.19;9.02;100;ND;NA;Plastic bag;NA;NA;NA;NA;27/08/2014
674;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PISF;matrix region;Pernambuco|Sertânia;-8.109666667;-37.32169444;552;E.A. Athayde;01/08/2014;M;6150;389.3;0;133.27;7503.56;9.72;84;ND;NA;Plastic bag;NA;NA;NA;NA;27/08/2014
675;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PISF;matrix region;Paraíba|São José de Piranhas;-7.110222222;-38.626;397;D.G. Oliveira;09/07/2014;M;1700;123;0;129.88;7699.41;7.66;84;ND;NA;Plastic bag;NA;NA;NA;NA;27/08/2014
676;Fabaceae;Pterogyne;nitens;Tul.;amendoim-bravo, amendoim-do-campo, amendoim;PISF;matrix;Ceará|Brejo Santo;-7.440111111;-39.0635;806;F.F.S. Silva;26/06/2014;M;4600;1196.2;0;110.5;9049.77;7.24;92;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;27/08/2014
677;Fabaceae;Pterogyne;nitens;Tul.;amendoim-bravo, amendoim-do-campo, amendoim;PISF;matrix region;Ceará|Brejo Santo;-7.548222222;-39.00441667;414;J.E. Santos;30/05/2014;M;3600;138;0;112.56;8884.15;7.69;74;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;27/08/2014
678;Fabaceae;Senna;spectabilis;(DC.) H.S.Irwin & Barneby;canafístula, quebra-machado, quebra-faca;PISF;matrix;Ceará|Brejo Santo;-7.439888889;-39.0635;805;F.F.S. Silva;26/06/2014;S;9700;1677.6;0;44.34;22553;8.08;87;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;27/08/2014
679;Fabaceae;Pityrocarpa;moniliformis;(Benth.) Luckow & R.W.Jobson;angico-de-bezerro, canzenzo, quipembe, casqueiro;PISF;matrix;Ceará|Brejo Santo;-7.565277778;-38.90611111;411;J.E. Santos;16/07/2014;S;10770;1209;0;34.56;28935.19;6.7;96;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;27/08/2014
680;Fabaceae;Pityrocarpa;moniliformis;(Benth.) Luckow & R.W.Jobson;angico-de-bezerro, canzenzo, quipembe, casqueiro;PISF;matrix region;Ceará|Brejo Santo;-7.565361111;-38.90613889;347;J.E. Santos;28/07/2014;S;30810;450.1;0;36.6516;27283.94;6.71;98;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;27/08/2014
681;Fabaceae;Anadenanthera;colubrina;(Vell.) Brenan;angico;PISF;matrix;Pernambuco|Triunfo;-7.774694444;-38.06758333;435;R. Fartes;04/08/2014;M;4150;192.72;0;125.49;7968.76;10.11;94;ND;O valor do lote foi corrigido em 12/06/2015 após repesagem da analista Fabiana Baleeiro.;Plastic bag;NA;NA;NA;NA;27/08/2014
682;Fabaceae;Anadenanthera;colubrina;(Vell.) Brenan;angico;PISF;matrix region;Ceará|Barro;-7.109722222;-38.67047222;409;R. Fartes;17/07/2014;M;15850;320;0;98.95;10106.11;12;91;ND;NA;Plastic bag;NA;NA;NA;NA;27/08/2014
683;Fabaceae;Anadenanthera;colubrina;(Vell.) Brenan;angico;PISF;matrix;Ceará|Brejo Santo;-7.534444444;-38.84505556;353;D.G. Oliveira;01/09/2014;M;22150;3694.9;0;207.53;4818.58;6.53;96;ND;NA;Plastic bag;NA;NA;NA;NA;19/09/2014
684;Sapindaceae;Magonia;pubescens;A.St.-Hil.;tingui;PISF;matrix;Paraíba|Piancó;-7.29725;-38.03325;422;J.E. Santos;13/08/2014;L;21400;2590.9;0;1639.022;610.12;10.37;96;ND;NA;Plastic bag;NA;NA;NA;NA;27/08/2014
685;Fabaceae;Anadenanthera;colubrina;(Vell.) Brenan;angico;PISF;matrix;Pernambuco|Triunfo;-7.774694444;-38.06758333;335;R. Fartes;04/08/2014;M;8000;250.2;0;117.51;8509.91;9.43;89;ND;NA;Plastic bag;NA;NA;NA;NA;19/09/2014
686;Fabaceae;Pterogyne;nitens;Tul.;amendoim-bravo, amendoim-do-campo, amendoim;PISF;matrix;Ceará|Brejo Santo;-7.557916667;-38.91758333;404;R. Fartes;12/06/2014;M;4350;1589.5;0;112.57;8883.36;7.1;91;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;19/09/2014
687;Fabaceae;Amburana;cearensis;(Allemão) A.C.Sm.;amburana-de-cheiro, cumaru, umburana-de-cheiro;PISF;matrix;Ceará|Aurora;-7.0645;-39.0645;485;R. Fartes;29/08/2014;M;1620.1;1620.1;0;385.37;2594.91;8.63;97;ND;NA;Plastic bag;NA;NA;NA;NA;19/09/2014
688;Fabaceae;Luetzelburgia;auriculata;(Allemão) Ducke;mocó, pau-mocó;PISF;matrix;Ceará|Brejo Santo;-7.565416667;-38.90677778;443;C. Correia;25/09/2014;M;3000;1211.4;0;562.73;1777.05;8.05;94;ND;coleta realizada em 7 árvores e no chão.;Plastic bag;NA;NA;NA;NA;13/10/2014
689;Fabaceae;Amburana;cearensis;(Allemão) A.C.Sm.;amburana-de-cheiro, cumaru, umburana-de-cheiro;PISF;matrix;Pernambuco|Custódia;-8.179555556;-37.75833333;583;J.E. Santos;03/09/2014;M;11300;2374.1;0;558.08;1791.86;8.75;92;ND;NA;Plastic bag;NA;NA;NA;NA;08/10/2014
690;Fabaceae;Vachellia;farnesiana;(L.) Wight & Arn.;calumbi, coronha, esponjeira;PISF;matrix;Ceará|Brejo Santo;-7.597722222;-38.87538889;389;D.G. Oliveira;01/09/2014;M;3600;1319.8;0;96.89;10320.98;4.96;21;PY - mechanically scarified;Frutos coletados nas árvores (9 matrizes). Escarificação química acido sulfúrico por 30 min.;Plastic bag;NA;NA;NA;NA;08/10/2014
691;Combretaceae;Combretum;leprosum;Mart.;mofumbo;PISF;matrix;Paraíba|São José de Piranhas;-7.096222222;-38.62144444;366;R. Fartes;30/07/2014;M;80;41.8;0;78.24;12781;10.44;77;ND;Frutos coletados em 4 matrizes. *alas removidas para o peso de mil;Plastic bag;NA;NA;NA;NA;08/10/2014
692;Apocynaceae;Aspidosperma;pyrifolium;Mart.;pereiro;PISF;matrix;Pernambuco|Iguaraci;-7.849361111;-37.27691667;647;E.A. Athayde;18/09/2014;M;8350;346.9;0;103.75;9638.55;6.21;85;ND;NA;Plastic bag;NA;NA;NA;NA;08/10/2014
693;Fabaceae;Amburana;cearensis;(Allemão) A.C.Sm.;amburana-de-cheiro, cumaru, umburana-de-cheiro;PISF;matrix;Pernambuco|Custódia;-8.195555556;-37.76775;558;F.F.S. Silva;09/09/2014;M;3400;763.2;0;470.16;2126.94;9.55;100;ND;NA;Plastic bag;NA;NA;NA;NA;08/10/2014
694;Fabaceae;Anadenanthera;colubrina;(Vell.) Brenan;angico;PISF;matrix;Pernambuco|Custódia;-8.231638889;-37.73494444;519;E.A. Athayde;02/09/2014;M;178650;20100;0;120.25;8316.01;7.68;98;ND;NA;Plastic bag;78;NA;1601;25/02/2019;08/10/2014
695;Sapindaceae;Sapindus;saponaria;L.;saboneteira;PISF;matrix region;Ceará|Brejo Santo;-7.599583333;-38.83691667;466;R. Fartes;17/09/2014;M;35300;12400;0;1061.56;942.01;7.76;86;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;08/10/2014
696;Fabaceae;Luetzelburgia;auriculata;(Allemão) Ducke;mocó, pau-mocó;PISF;matrix;Ceará|Brejo Santo;-7.551916667;-38.92488889;401;R. Fartes;10/10/2014;M;4500;829.4;0;527.452;1895.91;12.53;78;ND;Coleta em 1 árvore.;Plastic bag;NA;NA;NA;NA;18/11/2014
697;Sapindaceae;Sapindus;saponaria;L.;saboneteira;PISF;matrix region;Ceará|Brejo Santo;-7.609111111;-38.87794444;424;D.G. Oliveira;23/09/2014;M;35000;15000;0;913.81;1094.32;7.64;69;PY - mechanically scarified;Coleta realizada em 6 matrizes.;Plastic bag;NA;NA;NA;NA;18/11/2014
699;Sapindaceae;Sapindus;saponaria;L.;saboneteira;PISF;matrix region;Ceará|Brejo Santo;-7.610472222;-38.90844444;399;J.E. Santos;07/10/2014;M;33950;12600;0;1077.57;928.01;9.15;68;PY - mechanically scarified;Coleta realizada em 4 árvores.;Plastic bag;NA;NA;NA;NA;18/11/2014
700;Fabaceae;Luetzelburgia;auriculata;(Allemão) Ducke;mocó, pau-mocó;PISF;matrix;Ceará|Brejo Santo;-7.565277778;-38.90652778;411;C. Correia;08/10/2014;M;1500;721.9;0;464.5;2152.85;8.03;91;ND;Coleta realizada em 4 árvores e no chão.;Plastic bag;NA;NA;NA;NA;18/11/2014
701;Fabaceae;Luetzelburgia;auriculata;(Allemão) Ducke;mocó, pau-mocó;PISF;matrix;Ceará|Brejo Santo;-7.46275;-38.89191667;383;C. Correia;09/10/2014;M;5000;1808.1;0;524.34;1907.16;6.87;95;ND;Coleta realizada em 2 árvores e no chão.;Plastic bag;NA;NA;NA;NA;18/11/2014
702;Sapindaceae;Sapindus;saponaria;L.;saboneteira;PISF;matrix region;Ceará|Brejo Santo;-7.61525;-38.90344444;426;R. Fartes;23/10/2014;M;18000;17600;0;1091.46;916.2;7.34;60;PY - mechanically scarified;Coleta realizada em 8 árvores.;Plastic bag;NA;NA;NA;NA;18/11/2014
703;Fabaceae;Anadenanthera;colubrina;(Vell.) Brenan;angico;PISF;matrix region;Pernambuco|Iguaraci;-7.829194444;-37.26472222;610;E.A. Athayde;17/09/2014;M;54700;9000;0;118.38;8447.37;7.62;88;ND;NA;Plastic bag;NA;NA;NA;NA;05/12/2014
706;Rhamnaceae;Sarcomphalus;joazeiro;(Mart.)Hauenshild;juazeiro;PISF;matrix region;Ceará|Brejo Santo;-7.575444444;-38.89833333;367;D.G. Oliveira;03/04/2014;M;51470;4584.2;0;388.95;2571.02;12.04;0;PD - removal partial or total of the endocarp;Coleta realizada em 3 árvores.;Plastic bag;NA;NA;NA;NA;NA
707;Fabaceae;Lonchocarpus;sericeus;(Poir.) Kunth ex DC.;inga, ingazeiro, violete;PISF;matrix;Ceará|Brejo Santo;-7.566166667;-38.90919444;334;J.E. Santos;29/08/2014;M;10830;1681;0;NA;NA;6.31;75;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;17/12/2014
708;Rubiaceae;Tocoyena;formosa;(Cham. & Schltdl.) K.Schum.;genipapo-bravo, marmela;PISF;matrix;Ceará|Brejo Santo;-7.593916667;-38.86758333;390;J.E. Santos;27/08/2014;S;5160;415.41;0;28.51;35075.41;13.2;0;PY - mechanically scarified;Coleta realizada em 5 árvores.;Plastic bag;NA;NA;NA;NA;17/12/2014
709;Bignoniaceae;Tabebuia;aurea;(Silva Manso) Benth. & Hook.f. ex S.Moore;ipê-amarelo, caraibeira, craibeira;PISF;matrix region;Pernambuco|Floresta;-8.486336111;-38.46113333;356;F.F.S. Silva;25/11/2014;M;800;534.6;0;119.85;8343.76;8.99;88;ND;Coleta realizada nas árvores.;Plastic bag;NA;NA;NA;NA;17/12/2014
710;Bignoniaceae;Tabebuia;aurea;(Silva Manso) Benth. & Hook.f. ex S.Moore;ipê-amarelo, caraibeira, craibeira;PISF;matrix region;Pernambuco|Floresta;-8.486336111;-38.46113333;356;E.A. Athayde;04/12/2014;M;500;288.66;0;111.26;8987.96;9.57;100;ND;NA;Plastic bag;NA;NA;NA;NA;17/12/2014
711;Fabaceae;Parapiptadenia;zehntneri;(Harms) M.P.Lima & H.C.Lima;guarambira, angico-monjoba, angico-monjolo;PISF;matrix;Pernambuco|Iguaraci;-7.849888889;-37.27688889;645;E.A. Athayde;16/09/2014;M;6200;592.6;0;52.77;18950.16;8.98;98;ND;NA;Plastic bag;NA;NA;NA;NA;17/12/2014
712;Bignoniaceae;Handroanthus;impetiginosus;(Mart. ex DC.) Mattos;ipê-roxo;PISF;matrix region;Ceará|Brejo Santo;-7.546805556;-38.98641667;429;J.E. Santos;09/10/2014;M;2350;1299.89;0;114.15;8760.4;15.49;95;ND;Coleta dos frutos de 1 árvore.;Plastic bag;NA;NA;NA;NA;16/01/2015
713;Sapindaceae;Sapindus;saponaria;L.;saboneteira;PISF;matrix region;Ceará|Brejo Santo;-7.602166667;-38.8785;424;D.G. Oliveira;10/09/2014;M;50800;11300;0;908.17;1101.12;9.07;77;PY - mechanically scarified;Frutos coletados em 4 árvores.;Plastic bag;NA;NA;NA;NA;19/01/2015
714;Fabaceae;Anadenanthera;colubrina;(Vell.) Brenan;angico;PISF;matrix region;Pernambuco|Salgueiro;-7.86825;-39.054;483;J.E. Santos;15/09/2014;M;44370;3835;0;106.75;9367.68;8.58;98;ND;Frutos coletados em 2 árvores.;Plastic bag;NA;NA;NA;NA;16/01/2015
715;Fabaceae;Enterolobium;contortisiliquum;(Vell.) Morong;orelha-de-nego, tamboril, timbaúba;PISF;matrix region;Ceará|Milagres;-7.349111111;-38.86966667;330;R. Fartes;22/08/2014;M;4151;1292.6;0;644.63;1551.28;3.6;98;PY - mechanically scarified;Coleta realizada em 2 árvores.;Plastic bag;NA;NA;NA;NA;22/01/2015
717;Polygonaceae;Triplaris;gardneriana;Wedd.;pajeú, pau-novateiro;PISF;matrix region;Paraíba|Bonito de Santa Fé;-7.278111111;-38.53480556;640;R. Fartes;22/08/2014;M;1850;804.9;0;NA;NA;9.84;50;ND;Coleta realizada em 2 árvores.;Plastic bag;NA;NA;NA;NA;28/01/2015
718;Anacardiaceae;Astronium;urundeuva;(M. Allemão) Engl.;aroeira;PISF;matrix region;Ceará|Brejo Santo;-7.520583333;-38.96880556;363;R. Fartes;14/10/2014;XS;10150;6100;0;14.54;68775.79;9.87;97;ND;Coleta realizada em 5 árvores.;Plastic bag;NA;NA;NA;NA;09/02/2015
719;Fabaceae;Enterolobium;contortisiliquum;(Vell.) Morong;orelha-de-nego, tamboril, timbaúba;PISF;matrix region;Ceará|Brejo Santo;-7.567527778;-38.90533333;371;C. Correia;12/09/2014;M;37950;4300;0;877.3;1139.86;4.73;94;PY - mechanically scarified;Coleta realizada em 1 árvore.;Plastic bag;NA;NA;NA;NA;09/02/2015
720;Anacardiaceae;Astronium;urundeuva;(M. Allemão) Engl.;aroeira;PISF;matrix region;Ceará|Brejo Santo;-7.545388889;-38.93505556;401;R. Fartes;10/10/2014;XS;1800;1276.5;0;12.559;79624.17;10.28;94;ND;Coleta realizada em 4 árvores.;Plastic bag;NA;NA;NA;NA;06/02/2015
721;Anacardiaceae;Astronium;urundeuva;(M. Allemão) Engl.;aroeira;PISF;matrix region;Pernambuco|Custódia;-8.195555556;-37.76775;558;F.F.S. Silva;09/09/2014;XS;9900;6400;0;12.37;80840.74;9.58;84;ND;NA;Plastic bag;NA;NA;NA;NA;09/02/2015
722;Cactaceae;Cereus;jamacaru;DC.;mandacaru;PISF;matrix region;Paraíba|São José de Piranhas;-6.997123868;-38.47730804;345;F.F.S. Silva;20/01/2015;XS;10000;182.72;0;3.1;322580.65;8.64;91;ND;NA;Plastic bag;NA;NA;NA;NA;06/02/2015
724;Cactaceae;Cereus;jamacaru;DC.;mandacaru;PISF;matrix region;Pernambuco|Salgueiro;-8.190586465;-39.30118597;388;F.F.S. Silva;15/01/2015;XS;13400;290.7;0;3.21;311526.48;10.14;86;ND;NA;Plastic bag;NA;NA;NA;NA;06/02/2015
725;Cactaceae;Cereus;jamacaru;DC.;mandacaru;PISF;matrix region;Pernambuco|Serrita;-7.949231421;-39.38471666;452;F.F.S. Silva;16/01/2015;XS;13300;300.3;0;3.29;303951.37;12;92;ND;NA;Plastic bag;NA;NA;NA;NA;06/02/2015
726;Rubiaceae;Genipa;americana;L.;jenipapo;PISF;matrix region;Paraíba|Cajazeiras;-6.998954011;-38.54081589;336;F.F.S. Silva;21/01/2015;S;800;103.78;0;71.56;13974.29;5.06;58;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;19/02/2015
727;Bromeliaceae;Encholirium;spectabile;Mart. ex Schult. & Schult.f.;macambira-de-flecha, macambira;PISF;matrix region;Pernambuco|Iguaraci;-7.864194444;-37.29783333;783;E.A. Athayde;18/09/2014;XS;1200;183.99;0;0.439;2277904.33;5.67;89;ND;NA;Plastic bag;NA;NA;NA;NA;27/02/2015
728;Fabaceae;Senna;pendula;(Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby;canafistula;PISF;matrix region;Pernambuco|Arcoverde;-8.46325;-37.05269444;758;A.C.P. Oliveira;31/01/2014;S;730;221.432;0;26.61;37579.86;7.92;82;PY - mechanically scarified;Frutos coletados na matriz. Tratamento pré germinativo 30 min Ácido sulfúrico.;Plastic bag;NA;NA;NA;NA;27/02/2015
731;Fabaceae;Hymenaea;courbaril;L.;jatobá;PISF;matrix region;Ceará|Brejo Santo;-7.553833333;-38.84747222;370;C. Correia;24/09/2014;XL;37000;2478.1;0;2349.3;425.66;4.82;85;PY - mechanically scarified;Coleta no chão em 2 matrizes. Árvore com cerca de 6m.;Plastic bag;NA;NA;NA;NA;29/04/2015
732;Sapindaceae;Sapindus;saponaria;L.;saboneteira;PISF;matrix;Ceará|Brejo Santo;-7.614972222;-38.89988889;396;R. Fartes;17/10/2014;M;41100;7420;0;1097.58;911.1;8.54;82;PY - mechanically scarified;Coleta na árvore. Tratamento: desponte com alicate e embebição por 48hs. 25°C.;Plastic bag;NA;NA;NA;NA;04/05/2015
733;Cactaceae;Cereus;jamacaru;DC.;mandacaru;PISF;matrix region;Pernambuco|Sertânia;-8.045522647;-37.32537684;580;E.A. Athayde;08/04/2015;XS;21400;530.74;0;2.759;362450.16;12.79;96;ND;NA;Plastic bag;NA;NA;NA;NA;04/05/2015
736;Rhamnaceae;Sarcomphalus;joazeiro;(Mart.)Hauenshild;juazeiro;PISF;matrix region;Pernambuco|Salgueiro;-8.067341557;-39.18105629;519;E.A. Athayde;30/04/2015;M;19500;1874.1;0;36.91;27092.93;13.97;64;PD - removal partial or total of the endocarp;*endocarpo removido para o peso de mil;Plastic bag;NA;NA;NA;NA;25/05/2015
737;Rhamnaceae;Sarcomphalus;joazeiro;(Mart.)Hauenshild;juazeiro;PISF;matrix region;Pernambuco|Custódia;-8.11985169;-37.62625553;535;E.A. Athayde;22/04/2015;M;16100;1038;0;291.35;3432.3;10.47;65;PD - removal partial or total of the endocarp;NA;Plastic bag;NA;NA;NA;NA;25/05/2015
738;Fabaceae;Enterolobium;contortisiliquum;(Vell.) Morong;orelha-de-nego, tamboril, timbaúba;PISF;matrix;Ceará|Brejo Santo;-7.557138889;-38.84183333;375;J.E. Santos;18/09/2014;M;215490;43400;0;614.16;1628.24;NA;100;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;10/07/2015
739;Fabaceae;Libidibia;ferrea;(Mart. ex Tul.) L.P.Queiroz;pau-ferro, jucá;PISF;matrix;Pernambuco|Sertânia;-8.104240453;-37.28847101;548;E.A. Athayde;07/04/2015;M;32200;1542;0;136.92;7303.53;7.34;83;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;25/05/2015
740;Rhamnaceae;Sarcomphalus;joazeiro;(Mart.)Hauenshild;juazeiro;PISF;matrix region;Pernambuco|Sertânia;-8.080666869;-37.27506182;551;E.A. Athayde;08/04/2015;M;39000;4230;0;282.04;3545.6;10.41;76;PD - removal partial or total of the endocarp;NA;Plastic bag;NA;NA;NA;NA;25/05/2015
