record_id;family;genus;epithet;author;commonname;project;matrix_kind;localization;latitude;longitude;height;collector;collect_date;seed_size;fruit_mass;initial_mass;result_mass;weight_in_1000;seeds_in_kg;humidity;germinability;seed_handling;observations;storage;germinability_history;humidity_history;days_after_storage;test_date_storage;inserted_in_system
1174;Fabaceae;Senna;uniflora;(Mill.) H.S.Irwin & Barneby;mata-pasto-cabeludo;PISF;matrix region;Pernambuco|Petrolina;-9.320120242;-40.54360905;336;R. Athayde;12/05/2017;XS;12930;5128.7;0;10.69;93545.37;11.23;28;PY - mechanically scarified;Coleta realizada no plantio de Senna UNIVASF/CCA. Coletores: Uedja, José Josivaldo, José Marcio e Gutemberg Jr. Entre os dias 02/05/2017 a 12/05/2017.;Plastic drum;NA;NA;NA;NA;27/06/2017
1175;Fabaceae;Senna;uniflora;(Mill.) H.S.Irwin & Barneby;mata-pasto-cabeludo;PISF;matrix region;Ceará|Penaforte;-7.781834393;-39.06604569;492;D.G. Oliveira;10/05/2017;XS;17120;6617.68;0;11.38;87873.46;7.66;69;PY - mechanically scarified;Identificação do saco: n. 06;Plastic bag;NA;NA;NA;NA;27/06/2017
1177;Fabaceae;Senna;uniflora;(Mill.) H.S.Irwin & Barneby;mata-pasto-cabeludo;PISF;matrix region;Ceará|Jati;-7.70874141;-38.99004316;491;D.G. Oliveira;11/05/2017;XS;2540;1007.08;0;12.28;81433.22;6.82;50;PY - mechanically scarified;Identificação do saco: n. 08;Plastic bag;NA;NA;NA;NA;28/06/2017
1178;Fabaceae;Senna;uniflora;(Mill.) H.S.Irwin & Barneby;mata-pasto-cabeludo;PISF;deforested area;Ceará|Mauriti;-7.468420321;-38.75738991;387;H.L.C. Silva;10/05/2017;XS;4460;1686.11;0;16.6;60240.96;7.04;54;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;28/06/2017
1179;Fabaceae;Senna;uniflora;(Mill.) H.S.Irwin & Barneby;mata-pasto-cabeludo;PISF;matrix region;Ceará|Penaforte;-7.779926219;-39.06304333;483;D.G. Oliveira;10/05/2017;XS;32770;12277.41;0;12.03;83125.52;7.48;52;PY - mechanically scarified;Coleta realizada na área de Sr. Antônio. Identificação do saco: n. 04;Plastic drum;NA;NA;NA;NA;29/06/2017
1180;Euphorbiaceae;Jatropha;mollissima;(Pohl) Baill.;pinhão, pinhão-vermelho, pinhão-roxo;PISF;deforested area;Ceará|Mauriti;-7.466945053;-38.75590439;386;H.L.C. Silva;25/05/2017;M;23480;5282.42;2329.52;344.62;2901.75;2.96;44;PY - mechanically scarified;NA;Plastic bag;9,36,45,80,83;NA,6.63,6.74,7.04,6.94;459,893,1217,1455,1635;01/10/2018,09/12/2019,28/10/2020,23/06/2021,20/12/2021;29/06/2017
1183;Fabaceae;Libidibia;ferrea;(Mart. ex Tul.) L.P.Queiroz;pau-ferro, jucá;PISF;matrix region;Ceará|Brejo Santo;-7.566759747;-38.90956596;393;G.P.S. Júnior;03/07/2017;M;18400;2395.84;0;173.4;5767.01;14.9;82;PY - mechanically scarified;NA;Plastic bag;95;NA;432;01/10/2018;26/07/2017
1184;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PISF;matrix region;Pernambuco|Serrita;-7.932977469;-39.2953703;460;R. Fartes;03/07/2017;M;19240;1881.54;0;138.85;7202.02;13.87;86;ND;Após a avaliação da viabilidade, no segundo semestre de 2020 foi constatado uma baixa germinação, as sementes foram submetidas ao teste de tetrazólio, confirmando assim a baixa viabilidade. Metodologia TZ: preparo das sementes - imersão em água destilada por 24 h à 25 °C, seguida de retirada do tegumento. Coloração - imersão em solução de tetrazólio a 0.075%, por 90', 41 °C.;Plastic bag;43,16,2;NA,13.74,13.51;467,841,1139;05/11/2018,14/11/2019,07/09/2020;26/07/2017
1185;Fabaceae;Libidibia;ferrea;(Mart. ex Tul.) L.P.Queiroz;pau-ferro, jucá;PISF;deforested area;Ceará|Brejo Santo;-7.536085784;-38.84535938;369;H.L.C. Silva;07/07/2017;M;8750;556.71;0;168.69;5928.03;14.63;75;PY - mechanically scarified;NA;Plastic bag;94,86;NA,15.12;432,854;01/10/2018,27/11/2019;26/07/2017
1186;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PISF;matrix region;Pernambuco|Serrita;-7.935001927;-39.29779421;463;R. Fartes;28/06/2017;M;15740;1570.71;0;149.38;6694.34;12.55;89;ND;Após a avaliação da viabilidade, no segundo semestre de 2020 foi constatado uma baixa germinação, as sementes foram submetidas ao teste de tetrazólio, confirmando assim a baixa viabilidade. Metodologia TZ: preparo das sementes - imersão em água destilada por 24 h à 25 °C, seguida de retirada do tegumento. Coloração - imersão em solução de tetrazólio a 0.075%, por 90', 41 °C.;Plastic bag;52,8,10;NA,13.77,13.13;467,841,1139;05/11/2018,14/11/2019,07/09/2020;26/07/2017
1187;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PISF;matrix region;Pernambuco|Serrita;-7.985164147;-39.3595881;374;R. Fartes;05/07/2017;M;24360;2312.81;0;134.67;7425.56;14.7;55;ND;Após a avaliação da viabilidade, no segundo semestre de 2020 foi constatado que não houve germinação, as sementes foram submetidas ao teste de tetrazólio, confirmando assim a baixa viabilidade. Metodologia TZ: preparo das sementes - imersão em água destilada por 24 h à 25 °C, seguida de retirada do tegumento. Coloração - imersão em solução de tetrazólio a 0.075%, por 90', 41 °C.;Plastic bag;43,6,0;NA,14.63,15.54;467,841,1139;05/11/2018,14/11/2019,07/09/2020;26/07/2017
1188;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PISF;matrix region;Pernambuco|Salgueiro;-8.084518254;-39.13613614;462;R. Fartes;21/06/2017;M;5670;554.819;0;121.76;8212.88;9.96;83;ND;NA;Plastic bag;78,58;NA,14.63;467,841;05/11/2018,14/11/2019;26/07/2017
1189;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PISF;matrix region;Pernambuco|Salgueiro;-8.148353256;-39.17985795;404;R. Fartes;28/06/2017;M;28240;2821.76;0;135.23;7394.81;14.44;57;ND;Após a avaliação da viabilidade, no segundo semestre de 2020 foi constatado uma baixa germinação, as sementes foram submetidas ao teste de tetrazólio, confirmando assim a baixa viabilidade. Metodologia TZ: preparo das sementes - imersão em água destilada por 24 h à 25 °C, seguida de retirada do tegumento. Coloração - imersão em solução de tetrazólio a 0.075%, por 90', 41 °C.;Plastic bag;33,11,1;NA,14.52,13.40;467,841,1139;05/11/2018,14/11/2019,07/09/2020;26/07/2017
1190;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PISF;matrix region;Pernambuco|Salgueiro;-8.084518254;-39.13613614;462;R. Fartes;26/06/2017;M;14720;1814.58;0;113.55;8806.69;12.19;62;ND;NA;Plastic bag;45,30,76,45,17;NA,12.59,12.34,12.9,11.90;467,841,1139,1356,1574;05/11/2018,14/11/2019,07/09/2020,12/04/2021,16/11/2021;26/07/2017
1192;Fabaceae;Anadenanthera;colubrina;(Vell.) Brenan;angico;PISF;matrix region;Bahia|Casa Nova;-9.226945601;-40.89499257;407;R. Athayde;20/07/2017;M;7880;1474;0;130.09;7686.99;7.83;98;ND;Coleta rea lizada na Serra da Pimenta. (1 saco);Plastic bag;86,94,89,86,89;NA,8.6,8.58,10.61,10.08;441,833,1197,1402,1603;15/10/2018,11/11/2019,09/11/2020,02/06/2021,20/12/2021;31/07/2017
1193;Fabaceae;Libidibia;ferrea;(Mart. ex Tul.) L.P.Queiroz;pau-ferro, jucá;PISF;deforested area;Ceará|Brejo Santo;-7.560964649;-38.88481057;431;H.L.C. Silva;27/06/2017;M;10610;624.67;0;126.67;7894.53;12.49;69;PY - mechanically scarified;NA;Plastic bag;92,92;NA,14.32;434,849;08/10/2018,27/11/2019;31/07/2017
1195;Fabaceae;Anadenanthera;colubrina;(Vell.) Brenan;angico;PISF;matrix region;Pernambuco|Cabrobó;-8.418570126;-39.35871516;348;R. Fartes;10/07/2017;M;2540;579.4417;0;51.6208;19372.04;9.96;93;ND;NA;Plastic bag;NA;NA;NA;NA;31/07/2017
1196;Fabaceae;Libidibia;ferrea;(Mart. ex Tul.) L.P.Queiroz;pau-ferro, jucá;PISF;deforested area;Ceará|Brejo Santo;-7.586546069;-38.85500529;393;H.L.C. Silva;06/07/2017;M;19750;2435.94;0;170.28;5872.68;14.11;73;PY - mechanically scarified;NA;Plastic bag;92,76;NA,12.82;427,857;01/10/2018,05/12/2019;31/07/2017
1197;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PISF;matrix region;Pernambuco|Salgueiro;-8.148289942;-39.17984884;364;R. Fartes;12/07/2017;M;31950;2958.41;2621.81;130.89;7640;10.87;75;ND;NA;Plastic bag;37,15,78,75,73,53;NA,11.46,12.32,11.94,11.35,11.73;462,836,1134,1351,1569,1946;05/11/2018,14/11/2019,07/09/2020,12/04/2021,16/11/2021,28/11/2022;31/07/2017
1198;Lamiaceae;Mesosphaerum;suaveolens;(l.) kuntze;canudinho, bamburrá, alfazema, bamburral;PISF;deforested area;Ceará|Milagres;-7.361354395;-38.94691199;385;H.L.C. Silva;14/06/2017;XS;7590;1846.52;0;3.477;287604.26;8.53;44;ND;NA;Plastic bag;69;NA;476;19/11/2018;31/07/2017
1199;Lamiaceae;Mesosphaerum;suaveolens;(l.) kuntze;canudinho, bamburrá, alfazema, bamburral;PISF;matrix region;Ceará|Milagres;-7.358238723;-38.84987963;376;G.P.S. Júnior;14/06/2017;XS;6190;1889.42;0;2.85;350877.19;6.47;47;ND;NA;Plastic bag;68;NA;476;19/11/2018;31/07/2017
1200;Lamiaceae;Mesosphaerum;suaveolens;(l.) kuntze;canudinho, bamburrá, alfazema, bamburral;PISF;matrix region;Ceará|Milagres;-7.326049223;-38.89829907;331;G.P.S. Júnior;20/06/2017;XS;9030;2459.35;0;3.3;303030.3;10.42;32;ND;NA;Plastic bag;86;NA;476;19/11/2018;31/07/2017
1201;Lamiaceae;Mesosphaerum;suaveolens;(l.) kuntze;canudinho, bamburrá, alfazema, bamburral;PISF;matrix region;Ceará|Brejo Santo;-7.520612886;-38.93488277;406;J.E. Santos;27/06/2017;XS;19435;7169.32;0;3.34;299401.2;11.4;17;ND;lote 01;Plastic drum;71;NA;476;19/11/2018;31/07/2017
1202;Lamiaceae;Mesosphaerum;suaveolens;(l.) kuntze;canudinho, bamburrá, alfazema, bamburral;PISF;matrix region;Ceará|Brejo Santo;-7.520612886;-38.93488277;406;J.E. Santos;28/06/2017;XS;23460;8699.36;0;3.19;313479.62;11.68;24;ND;lote 02;Plastic drum;76;NA;476;19/11/2018;31/07/2017
1203;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;matrix region;Pernambuco|Cabrobó;-8.55655248;-39.46250776;331;R. Fartes;14/06/2017;XS;1510;1293.7724;0;233.43;4283.94;8.21;14;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;31/07/2017
1205;Fabaceae;Anadenanthera;colubrina;(Vell.) Brenan;angico;PISF;matrix region;Bahia|Sento Sé;-9.796117983;-41.16874261;459;R. Athayde;20/07/2017;M;9530;1185.73;0;121.33;8241.98;9.55;86;ND;Coleta rea lizada no Sítio os Murrinhos - localidade entre os povoados do Piçarrão e São Romão. (1 saco) Germinação em outubro/2018 - 87%;Plastic bag;87,98,74,54;NA,10.1,9.82,11.40;441,833,1197,1402;15/10/2018,11/11/2019,09/11/2020,02/06/2021;31/07/2017
1206;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PISF;matrix region;Pernambuco|Serrita;-7.925114059;-39.28656415;431;R. Fartes;19/07/2017;M;4350;416.39;0;156.1;6406.15;14.6;78;ND;Após a avaliação da viabilidade, no segundo semestre de 2020 foi constatado que não houve germinação, as sementes foram submetidas ao teste de tetrazólio, confirmando assim a baixa viabilidade. Metodologia TZ: preparo das sementes - imersão em água destilada por 24 h à 25 °C, seguida de retirada do tegumento. Coloração - imersão em solução de tetrazólio a 0.075%, por 90', 41 °C.;Plastic bag;57,5,0;NA,14.48,13.49;461,835,1133;05/11/2018,14/11/2019,07/09/2020;01/08/2017
1207;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;matrix region;Pernambuco|Petrolina;-9.326731109;-40.54747054;398;U.N.S. Dias;06/07/2017;XS;10290;4225.97;0;277.08;3609.07;8.85;16;PY - mechanically scarified;Frutos coletados na UNIVASF/CCA;Plastic drum;NA;NA;NA;NA;01/08/2017
1208;Lamiaceae;Mesosphaerum;suaveolens;(l.) kuntze;canudinho, bamburrá, alfazema, bamburral;PRAD;matrix region;Ceará|Milagres;-7.326049223;-38.89829907;331;G.P.S. Júnior;05/07/2017;XS;8180;2169.38;0;3.11;321543.41;10.87;17;ND;NA;Plastic bag;86;NA;464;08/11/2018;01/08/2017
1216;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;matrix region;Pernambuco|Cabrobó;-8.455037741;-39.36151962;758;U.N.S. Dias;04/08/2017;XS;3590;3016.81;0;322.39;3101.83;13.71;28;PY - mechanically scarified;Frutos coletados na roça de Eduardo (ex funcionário do NEMA);Plastic drum;NA;NA;NA;NA;21/08/2017
1217;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;deforested area;Ceará|Brejo Santo;-7.577167398;-38.89209482;396;H.L.C. Silva;28/06/2017;XS;12210;4360;0;181.12;5521.2;18.46;13;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;21/08/2017
1218;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;matrix region;Ceará|Brejo Santo;-7.580668319;-38.89301862;386;G.P.S. Júnior;06/07/2017;XS;880;667.84;0;169.22;5909.47;9.26;7;PY - mechanically scarified;NA;Plastic bag;NA;NA;NA;NA;21/08/2017
1219;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;matrix region;Pernambuco|Petrolina;-9.327476292;-40.36540281;398;G.P.S. Júnior;13/07/2017;XS;4160;2627.14;0;346.26;2888;8.12;9;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;21/08/2017
1220;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;deforested area;Ceará|Mauriti;-7.514368936;-38.78542665;423;H.L.C. Silva;03/08/2017;XS;4810;4457.91;0;157.57;6346.39;5.5;49;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;21/08/2017
1221;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;matrix region;Pernambuco|Cabrobó;-8.43267314;-39.39477395;346;G.P.S. Júnior;31/07/2017;XS;5350;4705.43;0;285.19;3506.43;12.8;46;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;21/08/2017
1222;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;matrix region;Pernambuco|Serrita;-7.928559879;-39.32427301;470;D.G. Oliveira;01/08/2017;XS;4850;4389.17;0;207.367;4822.37;4.6;8;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;21/08/2017
1223;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;matrix region;Pernambuco|Petrolina;-9.331682423;-40.55036902;335;U.N.S. Dias;26/07/2017;XS;9670;8241.16;0;288.33;3468.25;3.57;88;PY - mechanically scarified;Frutos coletados no CEMAFAUNA;Plastic drum;NA;NA;NA;NA;21/08/2017
1224;Fabaceae;Libidibia;ferrea;(Mart. ex Tul.) L.P.Queiroz;pau-ferro, jucá;PISF;matrix region;Pernambuco|Cabrobó;-8.315267032;-39.36605835;285;R. Fartes;19/06/2017;M;10870;406.8;0;165.96;6025.55;11.5;64;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;21/08/2017
1225;Fabaceae;Libidibia;ferrea;(Mart. ex Tul.) L.P.Queiroz;pau-ferro, jucá;PISF;matrix region;Bahia|Sento Sé;-9.797427002;-41.16898804;453;R. Athayde;20/07/2017;M;8220;183.04;0;132.18;7565.44;9.16;57;PY - mechanically scarified;Coleta rea lizada no Sítio os Murrinhos - localidade entre os povoados do Piçarrão e São Romão. (1 saco);Plastic bag;NA;NA;NA;NA;21/08/2017
1226;Malvaceae;Sida;cordifolia;L.;malva-branca;PISF;matrix region;Pernambuco|Cabrobó;-8.342733287;-39.46492319;397;R. Fartes;15/06/2017;XS;6950;4989.52;0;2.34;427350.43;9.82;13;PY - mechanically scarified;NA;Plastic bag;0,24,5,40,16;NA,10.74,11.57,9.91,10.36;462,851,1219,1472,1913;26/11/2018,20/12/2019,22/12/2020,01/09/2021,16/11/2022;21/08/2017
1227;Lamiaceae;Mesosphaerum;suaveolens;(l.) kuntze;canudinho, bamburrá, alfazema, bamburral;PISF;matrix region;Ceará|Milagres;-7.326049223;-38.89829907;331;G.P.S. Júnior;05/07/2017;XS;9834;2879.36;0;3.15;317460.32;12.19;7;ND;NA;Plastic bag;90;NA;444;08/11/2018;21/08/2017
1228;Lamiaceae;Mesosphaerum;suaveolens;(l.) kuntze;canudinho, bamburrá, alfazema, bamburral;PISF;matrix region;Ceará|Brejo Santo;-7.520612886;-38.93488277;406;J.E. Santos;11/07/2017;XS;8240;2469.36;0;2.94;340136.05;5.75;15;ND;lote 01;Plastic bag;88;NA;444;08/11/2018;21/08/2017
1229;Lamiaceae;Mesosphaerum;suaveolens;(l.) kuntze;canudinho, bamburrá, alfazema, bamburral;PISF;matrix region;Ceará|Milagres;-7.358238723;-38.84987963;376;G.P.S. Júnior;05/07/2017;XS;9480;2587.0832;0;2.9168;342841.47;10.88;11;ND;NA;Plastic bag;70;NA;441;05/11/2018;21/08/2017
1230;Lamiaceae;Mesosphaerum;suaveolens;(l.) kuntze;canudinho, bamburrá, alfazema, bamburral;PISF;matrix region;Ceará|Brejo Santo;-7.520612886;-38.93488277;406;J.E. Santos;18/07/2017;XS;16300;5319.3;0;3.3398;299419.13;7.33;11;ND;lote 01;Plastic bag;69;NA;441;05/11/2018;21/08/2017
1232;Malvaceae;Sida;galheirensis;Ulbr.;canela-de-siriema, canela-de-ema;PISF;matrix region;Ceará|Brejo Santo;-7.596930119;-38.88370405;392;J.E. Santos;11/07/2017;XS;5195;1969.48;0;2.54;393700.79;10.5;7;PY - mechanically scarified;lote 02;Plastic bag;20,31,22,22,54;NA,11.30,11.46,9.50,10.94;462,851,1215,1472,1919;26/11/2018,20/12/2019,18/12/2020,01/09/2021,22/11/2022;21/08/2017
1233;Malvaceae;Sida;galheirensis;Ulbr.;canela-de-siriema, canela-de-ema;PISF;matrix region;Ceará|Brejo Santo;-7.58896292;-38.86003589;398;J.E. Santos;12/07/2017;XS;10015;4269.45;0;2.74;364963.5;13.45;10;PY - mechanically scarified;lote 04;Plastic bag;22,31,46,30,23;NA,10.4,12.15,11.27,8.14;462,851,1215,1472,1908;26/11/2018,20/12/2019,18/12/2020,01/09/2021,11/11/2022;21/08/2017
1234;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PRAD;matrix region;Pernambuco|Petrolina;-9.326731109;-40.54747054;398;H.L.C. Silva;11/08/2017;XS;10000;9491.89;0;326.67;3061.19;7.68;36;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;25/08/2017
1235;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PRAD;matrix region;Pernambuco|Salgueiro;-8.148345789;-39.17626316;412;R. Fartes;12/07/2017;M;36790;4263.69;4026.49;129.03;7750.14;9.05;83;ND;NA;Plastic bag;70,12,63,61,39,14;NA,11.99,11.29,11.99,11.42,11.42;437,811,1109,1326,1544,1921;05/11/2018,14/11/2019,07/09/2020,12/04/2021,16/11/2021,28/11/2022;25/08/2017
1236;Fabaceae;Libidibia;ferrea;(Mart. ex Tul.) L.P.Queiroz;pau-ferro, jucá;PRAD;matrix region;Ceará|Brejo Santo;-7.512838259;-38.99029241;401;J.E. Santos;27/07/2017;M;42375;2163.38;0;141.98;7043.25;10.46;83;PY - mechanically scarified;lote 04;Plastic bag;91,79,96;NA,12.42,8.42;402,824,1154;01/10/2018,27/11/2019,22/10/2020;25/08/2017
1237;Fabaceae;Mimosa;tenuiflora;(Willd.) Poir.;jurema-preta;PRAD;matrix region;Paraíba|Cachoeira dos Índios;-6.921785885;-38.67305122;329;J.E. Santos;05/07/2017;XS;37055;10938.39;10481.9;8.13;123001.23;9.57;67;PY - mechanically scarified;lote 02;Plastic bag;83,100,95,95,89;NA,8.74,8.87,9.28,7.81;423,836,1210,1417,1685;22/10/2018,09/12/2019,17/12/2020,12/07/2021,06/04/2022;25/08/2017
1238;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PRAD;matrix region;Pernambuco|Salgueiro;-8.104951929;-39.20182255;443;D.G. Oliveira;02/08/2017;M;11850;1237.2;0;113.97;8774.24;8.9;84;ND;NA;Plastic bag;76;NA;432;05/11/2018;30/08/2017
1239;Fabaceae;Cenostigma;pyramidale;(Tul.) E. Gagnon & G.P. Lewis;catingueira;PRAD;matrix region;Pernambuco|Salgueiro;-8.084518254;-39.13613614;457;D.G. Oliveira;04/08/2017;M;16180;1546.14;1149.94;124.7;8019.25;8.23;75;ND;NA;Plastic bag;52,12,79,82,74,93;NA,10.04,9.96,9.81,8.88,10.18;432,806,1104,1321,1539,1916;05/11/2018,14/11/2019,07/09/2020,12/04/2021,16/11/2021,28/11/2022;30/08/2017
1240;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PRAD;matrix region;Pernambuco|Cabrobó;-8.43267314;-39.39477395;346;G.P.S. Júnior;11/08/2017;XS;17200;15873.4;0;317.56;3149.01;5.57;49;PY - mechanically scarified;Coletado na roça de Eduardo (ex. Tratorista);Plastic drum;NA;NA;NA;NA;30/08/2017
1241;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PRAD;matrix region;Pernambuco|Serrita;-7.939558649;-39.32489859;473;D.G. Oliveira;03/08/2017;XS;16950;15821.64;0;191.8;5213.76;9.75;41;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;30/08/2017
1242;Fabaceae;Pityrocarpa;moniliformis;(Benth.) Luckow & R.W.Jobson;angico-de-bezerro, canzenzo, quipembe, casqueiro;PISF;matrix region;Pernambuco|Petrolina;-9.326731109;-40.54747054;398;R. Athayde;25/08/2017;S;20040;6592.51;6181.81;37.56;26624.07;9.39;100;PY - mechanically scarified;Coleta realizada na UNIVASF/CCA.;Plastic bag;84,88,92,96,33;NA,9.59,9.60,10.36,8.81;413,798,1166,1404,1668;29/10/2018,18/11/2019,20/11/2020,16/07/2021,06/04/2022;11/09/2017
1246;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PRAD;matrix region;Pernambuco|Petrolina;-9.326731109;-40.54747054;398;H.L.C. Silva;18/08/2017;XS;9920;9228.8;0;290.69;3440.09;6;22;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;11/09/2017
1247;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PRAD;deforested area;Ceará|Brejo Santo;-7.580071011;-38.89184027;393;H.L.C. Silva;02/08/2017;XS;15670;9755.97;0;150.84;6629.54;8;49;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;11/09/2017
1248;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PRAD;matrix region;Pernambuco|Petrolina;-9.410183876;-40.56855469;378;H.L.C. Silva;23/08/2017;XS;14360;12005.36;0;178.4;5605.38;6.6;40;PY - mechanically scarified;Frutos coletados no Loteamento Nova Petrolina, Petrolina- PE.;Plastic drum;NA;NA;NA;NA;11/09/2017
1249;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;matrix region;Pernambuco|Petrolina;-9.326731109;-40.54747054;398;H.L.C. Silva;25/08/2017;XS;6070;5261;0;314.49;3179.75;10.9;41;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;15/09/2017
1250;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;matrix region;Pernambuco|Petrolina;-9.326731109;-40.54747054;398;H.L.C. Silva;30/08/2017;XS;6060;5410.04;0;300.158;3331.58;10.3;44;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;15/09/2017
1255;Fabaceae;Libidibia;ferrea;(Mart. ex Tul.) L.P.Queiroz;pau-ferro, jucá;PISF;matrix region;Pernambuco|Petrolina;-9.327119977;-40.54745405;389;R. Athayde;05/09/2017;M;6550;630;0;136.94;7302.47;9.49;92;PY - mechanically scarified;Coleta realizada no NEMA/UNIVASF-CCA.;Plastic bag;NA;NA;NA;NA;15/09/2017
1256;Fabaceae;Libidibia;ferrea;(Mart. ex Tul.) L.P.Queiroz;pau-ferro, jucá;PISF;matrix region;Ceará|Jati;-7.695561936;-39.00520496;426;J.E. Santos;27/07/2017;M;28090;2373.03;0;134.83;7416.75;11.11;49;PY - mechanically scarified;lote 03;Plastic bag;NA;NA;NA;NA;15/09/2017
1258;Malvaceae;Sida;cordifolia;L.;malva-branca;PISF;matrix region;Ceará|Brejo Santo;-7.580157501;-38.8482537;311;J.E. Santos;19/07/2017;XS;26996;21079;0;2.6316;379996.96;7.85;25;PY - mechanically scarified;lote 02;Plastic bag;22,49,27,36,23;NA,10.49,10.03,10.58,8.14;437,845,1190,1447,1883;26/11/2018,08/01/2020,18/12/2020,01/09/2021,11/11/2022;15/09/2017
1262;Fabaceae;Anadenanthera;colubrina;(Vell.) Brenan;angico;PISF;matrix region;Bahia|Casa Nova;-9.38105026;-40.80053904;407;R. Athayde;14/09/2017;M;2870;143.6;0;81.97;12199.59;8.88;84;ND;Coleta realizada nas margens da BA-316 próximo a hidroelétrica de Sobradinho.;Paper Bag;NA;NA;NA;NA;27/09/2017
1263;Fabaceae;Mimosa;tenuiflora;(Willd.) Poir.;jurema-preta;PISF;matrix region;Pernambuco|Petrolina;-9.326731109;-40.54747054;398;R. Athayde;18/09/2017;XS;1890;248.24;0;9.09;110011;4.97;76;PY - mechanically scarified;Coleta realizada no Campus de Ciências Agrárias- UNIVASF.;Paper Bag;7,84;NA;383,425;15/10/2018,26/11/2018;27/09/2017
1264;Fabaceae;Pityrocarpa;moniliformis;(Benth.) Luckow & R.W.Jobson;angico-de-bezerro, canzenzo, quipembe, casqueiro;PISF;matrix region;Pernambuco|Petrolina;-9.326731109;-40.54747054;398;R. Athayde;30/08/2017;S;36020;7882;7821.4;39.81;25119.32;9.62;84;PY - mechanically scarified;Coleta realizada na UNIVASF/CCA.;Plastic bag;83,88,90,99,62;NA,10.43,9.70,11.13,8.36;397,782,1150,1388,1652;29/10/2018,18/11/2019,20/11/2020,16/07/2021,06/04/2022;27/09/2017
1265;Lamiaceae;Rhaphiodon;echinus;Schauer;falsa-menta, menta-rasteira;PISF;matrix region;Pernambuco|Petrolina;-9.326731109;-40.54747054;398;H.L.C. Silva;08/09/2017;XS;7450;7073.67;0;281.64;3550.63;8.12;43;PY - mechanically scarified;NA;Plastic drum;NA;NA;NA;NA;27/09/2017
